1,0,0,1.521,0,0,1,2,1,1.564,0,0
0,0,1,1.395,0,0,1,0,1,1.584,0,1
0,0,1,1.718,0,0,1,1,1,1.773,0,0
0,0,1,1.395,0,0,1,2,1,1.564,0,0
0,0,1,1.718,0,0,1,0,1,1.584,0,1
1,1,1,1.419,0,1,1,1,1,1.773,0,0
0,0,1,1.395,0,0,1,0,1,1.644,0,0
0,0,1,1.718,0,0,1,2,1,1.564,0,0
1,1,1,1.419,0,1,1,0,1,1.584,0,1
1,1,1,1.419,0,1,1,0,1,1.644,0,0
0,0,1,1.718,0,0,1,0,1,1.644,0,0
1,0,0,1.521,0,0,1,0,1,1.584,0,1 
